GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
85352	9.96e-01	8.38e-01	1.6618	-0.2047912	-0.34033037	78.46	SHISAL1	shisa like 1
105373062	9.96e-01	8.13e-01	0.5717	0.2365107	0.13520484	26.59	LOC105373062	uncharacterized LOC105373062
23313	9.96e-01	7.76e-01	0.1826	-0.2849196	-0.05201692	1910.83	KIAA0930	KIAA0930
7380	9.96e-01	9.20e-01	0.6848	0.1002647	0.06865837	83.93	UPK3A	uroplakin 3A
55007	9.96e-01	8.10e-01	0.5995	-0.240957	-0.1444625	1560.4	FAM118A	family with sequence similarity 118 member A
105373074	9.96e-01	9.37e-01	0.6828	-0.0787074	-0.05374499	10.8	LOC105373074	uncharacterized LOC105373074
150383	9.96e-01	9.59e-01	0.3453	-0.0512981	-0.01771461	98.05	CDPF1	cysteine rich DPF motif domain containing 1
10343	9.96e-01	9.18e-01	0.6873	-0.103531	-0.07115192	10.24	PKDREJ	polycystin family receptor for egg jelly
9620	9.96e-01	9.16e-01	0.707	0.1058241	0.07481627	7.66	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
23774	9.96e-01	8.36e-01	0.1233	0.2071975	0.0255449	1205.44	BRD1	bromodomain containing 1
9889	9.96e-01	8.75e-01	0.2027	-0.1573331	-0.03189373	997.38	ZBED4	zinc finger BED-type containing 4
107985553	9.96e-01	8.14e-01	0.4448	0.2351809	0.10461119	19	LOC107985553	
9701	9.96e-01	7.49e-01	0.1875	0.3195537	0.05991847	2072.34	PPP6R2	protein phosphatase 6 regulatory subunit 2
29781	9.96e-01	8.71e-01	0.1475	-0.163013	-0.02404041	989.59	NCAPH2	non-SMC condensin II complex subunit H2
107985568	9.96e-01	8.89e-01	0.5289	0.1394182	0.07373803	15.47	LOC107985568	uncharacterized LOC107985568
100144603	9.96e-01	9.00e-01	0.6041	-0.125954	-0.07609187	24.2	CHKB-DT	CHKB divergent transcript
284942	9.96e-01	7.89e-01	0.2713	0.2672304	0.07250493	116.19	RPL23AP82	ribosomal protein L23a pseudogene 82
102724823	9.96e-01	9.50e-01	0.589	-0.0626284	-0.03689085	20.25	LOC102724823	replaced by ID 2679
102724770	9.96e-01	7.90e-01	0.7735	-0.2667735	-0.20636023	6.96	LOC102724770	replaced by ID 8214
283981	9.96e-01	8.28e-01	0.6887	-0.2176903	-0.14991747	27.75	LINC00685	long intergenic non-protein coding RNA 685
1438	9.96e-01	8.42e-01	0.9978	-0.1995625	-0.19911979	15.89	CSF2RA	colony stimulating factor 2 receptor subunit alpha
101928055	9.96e-01	7.17e-01	0.3613	0.3625041	0.13095731	36.65	LOC101928055	replaced by ID 101928032
751580	9.96e-01	9.14e-01	0.4739	-0.108075	-0.05121387	30.33	LINC00106	long intergenic non-protein coding RNA 106
8227	9.96e-01	9.51e-01	0.2519	-0.0613967	-0.01546449	1591.58	AKAP17A	A-kinase anchoring protein 17A
389906	9.96e-01	7.45e-01	0.3459	-0.3255994	-0.11262834	90.71	LOC389906	zinc finger protein 839 pseudogene
101930105	9.96e-01	7.79e-01	0.857	0.2810522	0.2408677	50.91	FAM239A	zinc finger protein 839 pseudogene
729162	9.96e-01	8.95e-01	0.8653	0.1324033	0.11457265	65.91	FAM239B	zinc finger protein 839 pseudogene
107987330	9.96e-01	9.49e-01	2.8353	0.0637708	0.18081204	13.04	FAM239C	family with sequence similarity 239 member C
357	9.96e-01	8.92e-01	0.1968	0.1352462	0.02661144	248.23	SHROOM2	shroom family member 2
10943	9.96e-01	8.84e-01	0.1537	-0.145393	-0.02235136	282.64	MSL3	MSL complex subunit 3
7114	9.96e-01	7.70e-01	0.1889	0.2927682	0.0553141	28816.98	TMSB4X	thymosin beta 4 X-linked
54960	9.96e-01	7.17e-01	0.3446	0.3621246	0.12479704	158.06	GEMIN8	gem nuclear organelle associated protein 8
286480	9.96e-01	7.09e-01	0.4579	0.3725351	0.17058735	26.01	UBE2E4P	ubiquitin conjugating enzyme E2 E4 pseudogene
140462	9.96e-01	8.05e-01	0.7362	-0.2475023	-0.18221737	9.07	ASB9	ankyrin repeat and SOCS box containing 9
340591	9.96e-01	9.29e-01	0.2275	0.0886604	0.02017312	130.77	CA5BP1	carbonic anhydrase 5B pseudogene 1
114004397	9.96e-01	9.23e-01	0.3121	0.0961829	0.03001782	30.82	CA5BP1-CA5B	CA5BP1-CA5B readthrough
56474	9.96e-01	6.93e-01	0.2663	0.3943805	0.10502806	483.14	CTPS2	CTP synthase 2
5931	9.96e-01	9.43e-01	0.1478	0.071999	0.01064305	975.21	RBBP7	RB binding protein 7, chromatin remodeling factor
9185	9.96e-01	8.12e-01	0.2796	-0.2374641	-0.06640026	165.5	REPS2	RALBP1 associated Eps domain containing 2
6322	9.96e-01	8.08e-01	0.4798	0.2432009	0.11668798	108.46	SCML1	Scm polycomb group protein like 1
101928415	9.96e-01	7.25e-01	0.739	-0.3512178	-0.2595383	58.65	LOC101928415	uncharacterized LOC101928415
256714	9.96e-01	9.64e-01	0.8798	0.0453697	0.03991585	94.96	MAP7D2	MAP7 domain containing 2
1964	9.96e-01	7.08e-01	0.1714	0.3742737	0.06416339	1393.55	EIF1AX	eukaryotic translation initiation factor 1A X-linked
22866	9.96e-01	8.17e-01	0.6082	-0.2318586	-0.14101033	18.78	CNKSR2	connector enhancer of kinase suppressor of Ras 2
257240	9.96e-01	8.17e-01	0.4706	0.2310744	0.10874012	118.21	KLHL34	kelch like family member 34
5251	9.96e-01	8.67e-01	0.995	0.1676036	0.16676129	35.29	PHEX	phosphate regulating endopeptidase X-linked
10549	9.96e-01	7.91e-01	0.3443	0.2651746	0.09130769	634.87	PRDX4	peroxiredoxin 4
79135	9.96e-01	8.94e-01	0.3072	-0.1331779	-0.04091582	119.91	APOO	apolipoprotein O
1968	9.96e-01	7.61e-01	0.2348	0.3036655	0.0713111	2887.44	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma
347404	9.96e-01	7.22e-01	0.3625	-0.3561676	-0.12912029	284.63	LANCL3	LanC like family member 3
54880	9.96e-01	7.64e-01	0.2226	-0.3001698	-0.06683255	518.28	BCOR	BCL6 corepressor
10159	9.96e-01	8.79e-01	0.2162	-0.1528607	-0.03305097	1531.82	ATP6AP2	ATPase H+ transporting accessory protein 2
159013	9.96e-01	7.61e-01	0.2009	0.3047484	0.06122918	653.52	CXorf38	chromosome X open reading frame 38
100873985	9.96e-01	8.16e-01	0.3332	-0.232967	-0.07763426	74.86	MED14OS	MED14 opposite strand
8239	9.96e-01	8.09e-01	0.2231	0.2411357	0.05380816	4802.64	USP9X	ubiquitin specific peptidase 9 X-linked
1654	9.96e-01	8.85e-01	0.2827	0.1450633	0.04101283	8552.42	DDX3X	DEAD-box helicase 3 X-linked
8573	9.96e-01	7.34e-01	0.1911	-0.3402754	-0.06503434	3375.03	CASK	calcium/calmodulin dependent serine protein kinase
4129	9.96e-01	8.56e-01	0.4711	-0.181858	-0.08567871	1287.56	MAOB	monoamine oxidase B
7403	9.96e-01	6.97e-01	0.3189	0.3892462	0.12415004	555.53	KDM6A	lysine demethylase 6A
55634	9.96e-01	8.09e-01	0.4592	-0.241192	-0.11074884	47.76	KRBOX4	KRAB box domain containing 4
401588	9.96e-01	7.46e-01	0.4782	0.3236621	0.15476328	14.67	ZNF674-AS1	ZNF674 antisense RNA 1 (head to head)
56548	9.96e-01	9.69e-01	0.5	0.0392505	0.01962355	27.53	CHST7	carbohydrate sulfotransferase 7
8241	9.96e-01	9.68e-01	0.2064	-0.0395203	-0.0081563	1291.65	RBM10	RNA binding motif protein 10
7317	9.96e-01	7.22e-01	0.2879	0.3557589	0.10242075	9085.29	UBA1	ubiquitin like modifier activating enzyme 1
8237	9.96e-01	8.60e-01	0.4308	0.1761179	0.075868	482.95	USP11	ubiquitin specific peptidase 11
7592	9.96e-01	7.77e-01	0.2279	0.2832355	0.06455444	227.69	ZNF41	zinc finger protein 41
7076	9.96e-01	8.77e-01	0.207	0.1550802	0.03210266	3880.6	TIMP1	TIMP metallopeptidase inhibitor 1
24140	9.96e-01	9.65e-01	0.2203	0.0432775	0.00953339	331.2	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1
64840	9.96e-01	9.53e-01	0.6053	-0.0587076	-0.03553566	49.33	PORCN	porcupine O-acyltransferase
5935	9.96e-01	8.55e-01	0.209	0.1822232	0.03807643	2560.17	RBM3	RNA binding motif protein 3
64743	9.96e-01	9.09e-01	0.2988	0.1146386	0.03424894	2138.7	WDR13	WD repeat domain 13
27344	9.96e-01	8.88e-01	0.8188	0.1402347	0.11482213	18.02	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor
10084	9.96e-01	7.24e-01	0.1446	0.3532727	0.05109372	736.77	PQBP1	polyglutamine binding protein 1
56850	9.96e-01	8.46e-01	0.2165	0.1943448	0.04207131	1002.99	GRIPAP1	GRIP1 associated protein 1
105373195	9.96e-01	9.20e-01	0.5388	0.1004161	0.05410813	30.63	LOC105373195	uncharacterized LOC105373195
79917	9.96e-01	8.86e-01	0.4238	0.1433008	0.06073125	144.7	MAGIX	MAGI family member, X-linked
5355	9.96e-01	7.44e-01	0.2357	-0.3264875	-0.07696747	425.2	PLP2	proteolipid protein 2
4007	9.96e-01	9.00e-01	0.247	0.1258265	0.03107513	412.35	PRICKLE3	prickle planar cell polarity protein 3
6855	9.96e-01	9.11e-01	0.6125	-0.1112819	-0.06816055	14.88	SYP	synaptophysin
28952	9.96e-01	7.61e-01	0.2051	-0.3041225	-0.06237363	365.8	CCDC22	coiled-coil domain containing 22
23708	9.96e-01	8.10e-01	0.2328	0.2400129	0.05588123	195.35	GSPT2	G1 to S phase transition 2
727866	9.96e-01	7.57e-01	0.5137	-0.3097382	-0.15910186	136.91	FAM156B	family with sequence similarity 156 member B
29057	9.96e-01	7.45e-01	0.5202	-0.3250573	-0.16908532	116.89	FAM156A	family with sequence similarity 156 member A
3028	9.96e-01	8.96e-01	0.1844	-0.1310884	-0.02416823	495.98	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10
10916	9.96e-01	7.36e-01	0.4212	0.3377109	0.14224435	563.57	MAGED2	MAGE family member D2
5207	9.96e-01	9.49e-01	0.6098	-0.0643384	-0.03923506	13.59	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
27301	9.96e-01	9.63e-01	0.1513	0.0467336	0.0070723	872.26	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
90736	9.96e-01	7.65e-01	0.3828	-0.299131	-0.11452178	34.72	FAM104B	family with sequence similarity 104 member B
10325	9.96e-01	8.24e-01	0.3402	0.2229133	0.07583343	101.52	RRAGB	Ras related GTP binding B
550643	9.96e-01	8.37e-01	0.3258	0.2057821	0.06704432	157.49	NBDY	negative regulator of P-body association
55906	9.96e-01	7.93e-01	0.2273	0.2622347	0.0595982	148.82	ZC4H2	zinc finger C4H2-type containing
340554	9.96e-01	9.37e-01	0.404	0.0787212	0.03180546	62.89	ZC3H12B	zinc finger CCCH-type containing 12B
81887	9.96e-01	9.09e-01	0.2896	-0.113831	-0.03296268	269.5	LAS1L	LAS1 like ribosome biogenesis factor
9843	9.96e-01	8.91e-01	0.1082	0.1370078	0.01482884	14043.9	HEPH	hephaestin
60401	9.96e-01	8.53e-01	0.8337	-0.1851447	-0.15435258	68.59	EDA2R	ectodysplasin A2 receptor
286451	9.96e-01	9.33e-01	0.1411	-0.0846278	-0.01193739	1579.36	YIPF6	Yip1 domain family member 6
9754	9.96e-01	7.64e-01	1.0666	-0.3000677	-0.32005036	9.01	STARD8	StAR related lipid transfer domain containing 8
1947	9.96e-01	8.78e-01	0.2159	0.1540722	0.03325689	6521.01	EFNB1	ephrin B1
3476	9.96e-01	7.42e-01	0.2224	-0.3289303	-0.07314388	935	IGBP1	immunoglobulin binding protein 1
51248	9.96e-01	7.08e-01	0.2139	0.3745947	0.0801113	519.6	PDZD11	PDZ domain containing 11
29934	9.96e-01	8.28e-01	0.1863	-0.2169342	-0.04040795	1843.41	SNX12	sorting nexin 12
4303	9.96e-01	7.23e-01	0.215	-0.3545242	-0.07620849	815.05	FOXO4	forkhead box O4
6872	9.96e-01	8.69e-01	0.2476	-0.1643181	-0.04068855	488.3	TAF1	TATA-box binding protein associated factor 1
2833	9.96e-01	9.03e-01	0.3852	0.121358	0.04674193	44.96	CXCR3	C-X-C motif chemokine receptor 3
6191	9.96e-01	9.43e-01	0.2103	0.0719957	0.01514281	3920.7	RPS4X	ribosomal protein S4 X-linked
4435	9.96e-01	9.34e-01	1.4126	-0.0832674	-0.11762244	175.69	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
554203	9.96e-01	8.54e-01	0.2301	-0.1840312	-0.04233805	85.09	JPX	JPX transcript, XIST activator
546	9.96e-01	8.95e-01	0.2791	0.1319795	0.03682937	934.24	ATRX	ATRX chromatin remodeler
84061	9.96e-01	7.17e-01	0.1781	-0.3625739	-0.06458507	2284.29	MAGT1	magnesium transporter 1
1349	9.96e-01	7.45e-01	0.2907	0.3249963	0.09449235	1108.98	COX7B	cytochrome c oxidase subunit 7B
254065	9.96e-01	9.58e-01	0.3376	-0.0526004	-0.01775647	1049.12	BRWD3	bromodomain and WD repeat domain containing 3
6451	9.96e-01	8.91e-01	0.3929	0.1373354	0.05395576	455.25	SH3BGRL	SH3 domain binding glutamate rich protein like
27330	9.96e-01	8.38e-01	0.267	-0.204865	-0.05470255	122.83	RPS6KA6	ribosomal protein S6 kinase A6
340562	9.96e-01	8.81e-01	0.3378	0.1501888	0.05073726	29.34	SATL1	spermidine/spermine N1-acetyl transferase like 1
1478	9.96e-01	7.00e-01	0.1892	0.3848296	0.07281988	749.81	CSTF2	cleavage stimulation factor subunit 2
27035	9.96e-01	9.15e-01	0.6838	-0.10664	-0.07291722	359.22	NOX1	NADPH oxidase 1
79979	9.96e-01	6.99e-01	0.1631	-0.3869299	-0.06312683	373.16	TRMT2B	tRNA methyltransferase 2 homolog B
100529097	9.96e-01	6.99e-01	0.1654	0.3868318	0.06399855	1599.22	RPL36A-HNRNPH2	RPL36A-HNRNPH2 readthrough
6173	9.96e-01	7.70e-01	0.3751	0.2925997	0.10976298	534.54	RPL36A	ribosomal protein L36a
3188	9.96e-01	7.41e-01	0.1181	0.3299724	0.03896111	1066.76	HNRNPH2	heterogeneous nuclear ribonucleoprotein H2
54470	9.96e-01	7.17e-01	0.415	0.3628618	0.15057001	177.08	ARMCX6	armadillo repeat containing X-linked 6
51566	9.96e-01	8.46e-01	0.3177	0.1941934	0.06170294	832.28	ARMCX3	armadillo repeat containing X-linked 3
64860	9.96e-01	7.50e-01	0.2784	0.3179998	0.0885259	171.57	ARMCX5	armadillo repeat containing X-linked 5
100528062	9.96e-01	8.10e-01	0.3377	0.2408338	0.08133345	90.49	ARMCX5-GPRASP2	ARMCX5-GPRASP2 readthrough
80823	9.96e-01	8.93e-01	0.534	-0.1350687	-0.07212313	16.36	GPRASP3	G protein-coupled receptor associated sorting protein family member 3
100287765	9.96e-01	8.53e-01	0.5026	0.185367	0.09316849	24.52	LINC00630	long intergenic non-protein coding RNA 630
90843	9.96e-01	9.60e-01	0.4883	-0.049532	-0.02418632	272.59	TCEAL8	transcription elongation factor A like 8
84707	9.96e-01	7.93e-01	0.5903	0.2626174	0.15502466	13.97	BEX2	brain expressed X-linked 2
100506901	9.96e-01	9.38e-01	1.0244	0.077554	0.07944694	10.28	LL0XNC01-250H12.3	uncharacterized LL0XNC01-250H12.3
79921	9.96e-01	8.79e-01	0.5964	0.1518164	0.09055054	101.13	TCEAL4	transcription elongation factor A like 4
105373302	9.96e-01	9.59e-01	0.6158	-0.0509355	-0.0313655	10.27	LOC105373302	
85012	9.96e-01	7.99e-01	0.7615	0.2547937	0.19403623	46.39	TCEAL3	transcription elongation factor A like 3
9338	9.96e-01	7.70e-01	0.3442	0.2918895	0.10046302	94.8	TCEAL1	transcription elongation factor A like 1
54830	9.96e-01	9.16e-01	0.4224	0.1048734	0.04429433	64.22	NUP62CL	nucleoporin 62 C-terminal like
340547	9.96e-01	9.53e-01	2.3258	-0.0592755	-0.13786523	29.81	VSIG1	V-set and immunoglobulin domain containing 1
115201	9.96e-01	8.69e-01	0.3066	0.1653147	0.05067756	531.04	ATG4A	autophagy related 4A cysteine peptidase
2182	9.96e-01	8.77e-01	0.3368	-0.1546811	-0.05209532	390.16	ACSL4	acyl-CoA synthetase long chain family member 4
101928589	9.96e-01	9.65e-01	0.2103	-0.0436674	-0.00918369	466.13	LOC101928589	replaced by ID 84187
3597	9.96e-01	7.52e-01	0.1592	-0.3163255	-0.05037135	2262.24	IL13RA1	interleukin 13 receptor subunit alpha 1
7319	9.96e-01	9.67e-01	0.35	0.0414782	0.01451775	2112.52	UBE2A	ubiquitin conjugating enzyme E2 A
23157	9.96e-01	8.28e-01	0.3728	-0.2171537	-0.08094813	80.75	SEPTIN6	septin 6
6170	9.96e-01	7.53e-01	0.2745	0.3141772	0.08623758	1421.08	RPL39	ribosomal protein L39
7737	9.96e-01	8.94e-01	0.1417	-0.132973	-0.01884593	192.39	RNF113A	ring finger protein 113A
4694	9.96e-01	7.16e-01	0.2964	-0.3644573	-0.10802576	1008.2	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
29071	9.96e-01	8.64e-01	0.2196	0.171571	0.03768513	644.63	C1GALT1C1	C1GALT1 specific chaperone 1
57187	9.96e-01	8.09e-01	0.3069	-0.2421897	-0.07432933	1269.82	THOC2	THO complex subunit 2
4952	9.96e-01	8.03e-01	0.1045	0.2491585	0.0260469	1051.99	OCRL	OCRL inositol polyphosphate-5-phosphatase
105373335	9.96e-01	9.44e-01	0.7078	0.0701349	0.04963846	10.12	LOC105373335	uncharacterized LOC105373335
9363	9.96e-01	8.16e-01	0.7522	0.2321506	0.17462169	11.15	RAB33A	RAB33A, member RAS oncogene family
55609	9.96e-01	8.35e-01	0.4844	0.2076579	0.10058384	33.35	ZNF280C	zinc finger protein 280C
9016	9.96e-01	7.58e-01	0.3491	0.3084639	0.10768313	48.46	SLC25A14	solute carrier family 25 member 14
10495	9.96e-01	8.17e-01	0.2109	0.2313387	0.04879341	136.89	ENOX2	ecto-NOX disulfide-thiol exchanger 2
51765	9.96e-01	8.72e-01	0.2049	-0.160842	-0.0329529	442.73	STK26	serine/threonine kinase 26
57826	9.96e-01	8.18e-01	0.2305	0.2300323	0.0530115	1788.2	RAP2C	RAP2C, member of RAS oncogene family
101928578	9.96e-01	7.40e-01	0.4987	0.3317993	0.1654802	22.16	RAP2C-AS1	RAP2C antisense RNA 1
3251	9.96e-01	8.71e-01	0.2761	0.1621697	0.04477547	325.92	HPRT1	hypoxanthine phosphoribosyltransferase 1
93380	9.96e-01	8.10e-01	0.1292	0.2400398	0.03102482	613.36	MMGT1	membrane magnesium transporter 1
10479	9.96e-01	7.79e-01	0.1987	-0.2799729	-0.05564181	534.96	SLC9A6	solute carrier family 9 member A6
91966	9.96e-01	9.64e-01	0.3117	0.0454559	0.01416654	347.05	EOLA1	endothelium and lymphocyte associated ASCH domain 1
4534	9.96e-01	7.49e-01	0.3833	0.3197252	0.12254625	772.62	MTM1	myotubularin 1
8776	9.96e-01	7.94e-01	0.1515	0.261025	0.0395556	593.29	MTMR1	myotubularin related protein 1
7739	9.96e-01	7.14e-01	0.4048	0.3667316	0.14843787	321.54	ZNF185	zinc finger protein 185 with LIM domain
10838	9.96e-01	7.60e-01	0.2747	-0.3058034	-0.08399638	102.12	ZNF275	zinc finger protein 275
6748	9.96e-01	9.01e-01	0.2336	0.1249104	0.02917464	1736.89	SSR4	signal sequence receptor subunit 4
5973	9.96e-01	7.79e-01	0.842	-0.2808035	-0.23643112	27.28	RENBP	renin binding protein
8269	9.96e-01	9.02e-01	0.1912	-0.1234424	-0.02360831	214.49	TMEM187	transmembrane protein 187
2010	9.96e-01	7.94e-01	0.2762	0.2612331	0.07216489	416.08	EMD	emerin
8270	9.96e-01	7.00e-01	0.3273	-0.3857374	-0.12626841	234.35	LAGE3	L antigen family member 3
8517	9.96e-01	9.24e-01	0.2032	0.0953853	0.01937914	464.24	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
65991	9.96e-01	7.51e-01	0.2353	0.3177128	0.07474503	288.85	FUNDC2	FUN14 domain containing 2
100422985	9.96e-01	7.40e-01	0.5587	-0.3322537	-0.18561987	28.05	MIR1184-2	microRNA 1184-2
100422977	9.96e-01	7.22e-01	0.6085	-0.3556593	-0.21640584	25.75	MIR1184-3	microRNA 1184-3
55217	9.96e-01	8.23e-01	0.3446	-0.2236945	-0.07707928	221.47	TMLHE	trimethyllysine hydroxylase, epsilon
6192	9.96e-01	9.53e-01	1.8438	0.0588072	0.10843127	921.3	RPS4Y1	ribosomal protein S4 Y-linked 1
7544	9.96e-01	8.81e-01	1.8854	0.1495043	0.28187416	166.8	ZFY	zinc finger protein Y-linked
100873962	9.96e-01	9.12e-01	1.2329	0.1106017	0.13635945	19.4	LINC00278	long intergenic non-protein coding RNA 278
5616	9.96e-01	9.30e-01	1.5174	-0.087883	-0.13335545	78.67	PRKY	protein kinase Y-linked (pseudogene)
105377230	9.96e-01	7.02e-01	1.2627	0.382672	0.48319116	45.33	LOC105377230	
107987344	9.96e-01	9.09e-01	1.188	-0.1148465	-0.13643279	9.72	LOC107987344	
352887	9.96e-01	7.74e-01	1.2434	-0.2868074	-0.35662355	38.83	GYG2P1	glycogenin 2 pseudogene 1
112268311	9.96e-01	8.85e-01	1.2834	0.1442664	0.18515713	13.84	LOC112268311	uncharacterized LOC112268311
64595	9.96e-01	9.59e-01	1.7711	0.0516314	0.09144598	74.89	TTTY15	testis-specific transcript, Y-linked 15
8287	9.96e-01	7.88e-01	1.6646	0.2685256	0.44698064	260.7	USP9Y	ubiquitin specific peptidase 9 Y-linked
8653	9.96e-01	9.69e-01	1.8251	0.0390863	0.07133547	599.02	DDX3Y	DEAD-box helicase 3 Y-linked
7404	9.96e-01	9.03e-01	1.6611	0.1215114	0.20183793	199.62	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked
83869	9.96e-01	7.53e-01	1.2089	-0.3142176	-0.37986285	22.53	TTTY14	testis-specific transcript, Y-linked 14
246126	9.96e-01	8.55e-01	1.6167	-0.1824069	-0.29490592	148.38	TXLNGY	taxilin gamma pseudogene, Y-linked
8284	9.96e-01	9.55e-01	2.1382	0.0564873	0.12078	927.23	KDM5D	lysine demethylase 5D
9086	9.96e-01	8.95e-01	1.9745	-0.1322446	-0.26111286	284	EIF1AY	eukaryotic translation initiation factor 1A Y-linked
100533178	9.96e-01	8.08e-01	1.6967	-0.2431458	-0.41255037	49.63	PRORY	PRORY Y-linked lncRNA
283788	9.96e-01	8.11e-01	0.4269	0.2397388	0.1023546	273.44	LOC283788	FSHD region gene 1 pseudogene
102723630	9.96e-01	8.46e-01	0.4869	0.1947932	0.09483772	17.25	LOC102723630	replaced by ID 100505874
107987398	9.96e-01	8.18e-01	0.5456	-0.2301792	-0.12558411	18.7	LOC107987398	replaced by ID 101929819
389834	9.96e-01	7.93e-01	1.3655	0.2619095	0.35764807	97	LOC389834	ankyrin repeat domain 57 pseudogene
4558	9.96e-01	8.25e-01	0.4273	-0.2206986	-0.09429691	332.6	TRNF	tRNA-Phe
4577	9.96e-01	9.29e-01	0.4158	-0.0896957	-0.03729714	208.27	TRNV	tRNA-Val
4567	9.96e-01	8.72e-01	0.2141	-0.1614633	-0.03456287	1511.41	TRNL1	tRNA-Leu
4572	9.96e-01	8.83e-01	0.3686	-0.1468823	-0.05413785	64.49	TRNQ	tRNA-Gln
4569	9.96e-01	9.47e-01	0.4618	-0.0660699	-0.03051089	77.97	TRNM	tRNA-Met
4511	9.96e-01	8.73e-01	0.2589	-0.1601264	-0.04145462	1817.18	TRNC	tRNA-Cys
4579	9.96e-01	7.46e-01	0.2308	0.3236188	0.07467958	2070.57	TRNY	tRNA-Tyr
4574	9.96e-01	9.26e-01	0.2475	-0.0925204	-0.02290143	7609.14	TRNS1	tRNA-Ser
4563	9.96e-01	8.30e-01	0.3244	0.2146928	0.069656	362.11	TRNG	tRNA-Gly
4571	9.96e-01	9.42e-01	0.3832	0.073057	0.02799736	1252.85	TRNP	tRNA-Pro
10588	9.97e-01	9.70e-01	0.3444	-0.037048	-0.0127599	129.5	MTHFS	methenyltetrahydrofolate synthetase
221504	9.97e-01	9.71e-01	0.3623	0.0369452	0.01338408	89.84	ZBTB9	zinc finger and BTB domain containing 9
1551	9.97e-01	9.71e-01	0.5375	0.0367892	0.0197745	44.58	CYP3A7	cytochrome P450 family 3 subfamily A member 7
5324	9.97e-01	9.71e-01	0.6898	0.0367192	0.02532729	42.69	PLAG1	PLAG1 zinc finger
79969	9.97e-01	9.71e-01	0.3502	0.0365051	0.01278513	125.92	ATAT1	alpha tubulin acetyltransferase 1
138428	9.97e-01	9.71e-01	0.2321	-0.0360507	-0.00836758	102.19	PTRH1	peptidyl-tRNA hydrolase 1 homolog
201965	9.97e-01	9.71e-01	0.1704	0.0359549	0.0061279	225.63	RWDD4	RWD domain containing 4
11193	9.97e-01	9.71e-01	0.3231	-0.0358224	-0.01157335	302.71	WBP4	WW domain binding protein 4
101928433	9.97e-01	9.72e-01	0.5915	-0.035642	-0.02108334	37.95	ATXN1-AS1	ATXN1 antisense RNA 1
650623	9.97e-01	9.72e-01	0.6527	0.0355874	0.02322944	32.87	BEND3P3	BEN domain containing 3 pseudogene 3
92370	9.97e-01	9.72e-01	0.4508	0.0353942	0.01595537	69.36	PXYLP1	2-phosphoxylose phosphatase 1
3257	9.97e-01	9.72e-01	0.3869	-0.0354656	-0.01372312	2997.64	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
64852	9.97e-01	9.72e-01	0.3129	0.0352539	0.01103188	408.41	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific
124402	9.97e-01	9.72e-01	0.2297	0.0351362	0.00807184	800.55	UBALD1	UBA like domain containing 1
22911	9.98e-01	9.73e-01	0.2336	-0.0341829	-0.00798579	141.58	WDR47	WD repeat domain 47
1942	9.98e-01	9.73e-01	0.3895	-0.034407	-0.01340098	1644.57	EFNA1	ephrin A1
57498	9.98e-01	9.72e-01	0.2461	-0.034626	-0.00852172	1530.94	KIDINS220	kinase D interacting substrate 220
84908	9.98e-01	9.72e-01	0.1779	-0.0345514	-0.00614709	658.65	FAM136A	family with sequence similarity 136 member A
136853	9.98e-01	9.73e-01	0.5491	0.0343015	0.01883514	12.64	SSC4D	scavenger receptor cysteine rich family member with 4 domains
79096	9.98e-01	9.73e-01	0.5918	-0.0340329	-0.02014109	297.63	CSTPP1	centriolar satellite-associated tubulin polyglutamylase complex regulator 1
5836	9.98e-01	9.72e-01	0.7317	-0.0344747	-0.02522468	172.85	PYGL	glycogen phosphorylase L
64784	9.98e-01	9.73e-01	0.1133	0.0341564	0.00387013	493.68	CRTC3	CREB regulated transcription coactivator 3
360200	9.98e-01	9.73e-01	0.4172	-0.034076	-0.01421761	18.03	TMPRSS9	transmembrane serine protease 9
9534	9.98e-01	9.72e-01	0.4384	-0.0346861	-0.01520641	213.61	ZNF254	zinc finger protein 254
50649	9.98e-01	9.73e-01	0.1153	0.0337106	0.00388775	840	ARHGEF4	Rho guanine nucleotide exchange factor 4
22916	9.98e-01	9.73e-01	0.1955	-0.0335379	-0.00655814	1184.43	NCBP2	nuclear cap binding protein subunit 2
79783	9.98e-01	9.73e-01	0.9204	-0.0336455	-0.03096604	49.98	SUGCT	succinyl-CoA:glutarate-CoA transferase
9761	9.98e-01	9.73e-01	0.2808	-0.0338265	-0.00949928	12084.64	MLEC	malectin
